"KINDPATENT","Patent office","KINDREGION","Reference region","REGIONS","Regions","TECHNO","Total patents and by technologies","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2004","2004","NBR","Number","0","Units",,,216.5215,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2005","2005","NBR","Number","0","Units",,,217.5308,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2006","2006","NBR","Number","0","Units",,,198.614,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2007","2007","NBR","Number","0","Units",,,225.1068,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2008","2008","NBR","Number","0","Units",,,216.331,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2009","2009","NBR","Number","0","Units",,,197.2526,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2010","2010","NBR","Number","0","Units",,,224.5726,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2011","2011","NBR","Number","0","Units",,,228.4962,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL","Total Patents","2012","2012","NBR","Number","0","Units",,,228.3969,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","1998","1998","NBR","Number","0","Units",,,35.4147,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","1999","1999","NBR","Number","0","Units",,,33.6857,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2000","2000","NBR","Number","0","Units",,,24.1833,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2001","2001","NBR","Number","0","Units",,,26.0321,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2002","2002","NBR","Number","0","Units",,,30.3762,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2003","2003","NBR","Number","0","Units",,,35.6507,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2004","2004","NBR","Number","0","Units",,,31.658,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2005","2005","NBR","Number","0","Units",,,46.0691,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2006","2006","NBR","Number","0","Units",,,37.544,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2007","2007","NBR","Number","0","Units",,,46.2588,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2008","2008","NBR","Number","0","Units",,,31.4619,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2009","2009","NBR","Number","0","Units",,,34.8183,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2010","2010","NBR","Number","0","Units",,,44.4123,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2011","2011","NBR","Number","0","Units",,,46.0073,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","BIOTECH","Biotechnology","2012","2012","NBR","Number","0","Units",,,28.8987,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","1998","1998","NBR","Number","0","Units",,,48.6804,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","1999","1999","NBR","Number","0","Units",,,40.6881,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2000","2000","NBR","Number","0","Units",,,44.1083,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2001","2001","NBR","Number","0","Units",,,39.6952,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2002","2002","NBR","Number","0","Units",,,56.8381,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2003","2003","NBR","Number","0","Units",,,49.2329,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2004","2004","NBR","Number","0","Units",,,61.5786,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2005","2005","NBR","Number","0","Units",,,54.9524,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2006","2006","NBR","Number","0","Units",,,47.1214,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2007","2007","NBR","Number","0","Units",,,61.2179,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2008","2008","NBR","Number","0","Units",,,67.0714,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2009","2009","NBR","Number","0","Units",,,50.2909,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2010","2010","NBR","Number","0","Units",,,52.746,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2011","2011","NBR","Number","0","Units",,,71.2494,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","ICT","ICT","2012","2012","NBR","Number","0","Units",,,69.5091,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","1998","1998","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","1999","1999","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2000","2000","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2001","2001","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2002","2002","NBR","Number","0","Units",,,0.5,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2003","2003","NBR","Number","0","Units",,,0.25,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2004","2004","NBR","Number","0","Units",,,0.5,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2005","2005","NBR","Number","0","Units",,,0.5,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2006","2006","NBR","Number","0","Units",,,2,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2007","2007","NBR","Number","0","Units",,,1.9167,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2008","2008","NBR","Number","0","Units",,,2.5,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2009","2009","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2010","2010","NBR","Number","0","Units",,,2.7333,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2011","2011","NBR","Number","0","Units",,,2,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","NANOTECH","Nanotechnology","2012","2012","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","1998","1998","PC","Percentage","0","Units",,,13.1642,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","1999","1999","PC","Percentage","0","Units",,,12.3938,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2000","2000","PC","Percentage","0","Units",,,11.818,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2001","2001","PC","Percentage","0","Units",,,10.7235,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2002","2002","PC","Percentage","0","Units",,,14.4872,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2003","2003","PC","Percentage","0","Units",,,13.414,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2004","2004","PC","Percentage","0","Units",,,14.2069,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2005","2005","PC","Percentage","0","Units",,,14.2653,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2006","2006","PC","Percentage","0","Units",,,12.6691,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2007","2007","PC","Percentage","0","Units",,,14.1398,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2008","2008","PC","Percentage","0","Units",,,14.1929,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2009","2009","PC","Percentage","0","Units",,,13.6621,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2010","2010","PC","Percentage","0","Units",,,14.9213,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2011","2011","PC","Percentage","0","Units",,,14.9255,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","TOTAL_SHARE","Share of region in country's total patents","2012","2012","PC","Percentage","0","Units",,,14.9996,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","1998","1998","NBR","Number","0","Units",,,7.9167,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","1999","1999","NBR","Number","0","Units",,,4.5278,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2000","2000","NBR","Number","0","Units",,,12.75,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2001","2001","NBR","Number","0","Units",,,6.7778,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2002","2002","NBR","Number","0","Units",,,4.5452,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2003","2003","NBR","Number","0","Units",,,10.8056,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2004","2004","NBR","Number","0","Units",,,7.9861,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2005","2005","NBR","Number","0","Units",,,9.2699,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2006","2006","NBR","Number","0","Units",,,14.0667,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2007","2007","NBR","Number","0","Units",,,6.9857,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2008","2008","NBR","Number","0","Units",,,9.8762,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2009","2009","NBR","Number","0","Units",,,9.95,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2010","2010","NBR","Number","0","Units",,,20.2778,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2011","2011","NBR","Number","0","Units",,,8.1167,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","MEDICAL","Medical technology","2012","2012","NBR","Number","0","Units",,,12.9899,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","1998","1998","NBR","Number","0","Units",,,15.1393,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","1999","1999","NBR","Number","0","Units",,,19.7024,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2000","2000","NBR","Number","0","Units",,,13.4762,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2001","2001","NBR","Number","0","Units",,,16.3398,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2002","2002","NBR","Number","0","Units",,,20.1619,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2003","2003","NBR","Number","0","Units",,,19.7353,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2004","2004","NBR","Number","0","Units",,,15.8699,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2005","2005","NBR","Number","0","Units",,,26.0298,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2006","2006","NBR","Number","0","Units",,,12.5095,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2007","2007","NBR","Number","0","Units",,,18.6576,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2008","2008","NBR","Number","0","Units",,,10.3607,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2009","2009","NBR","Number","0","Units",,,13.6607,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2010","2010","NBR","Number","0","Units",,,11.2087,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2011","2011","NBR","Number","0","Units",,,11.38,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE23","Prov. Oost-Vlaanderen","PHARMA","Pharmaceuticals","2012","2012","NBR","Number","0","Units",,,8.6746,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","1998","1998","NBR","Number","0","Units",,,185.6898,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","1999","1999","NBR","Number","0","Units",,,245.079,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2000","2000","NBR","Number","0","Units",,,196.738,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2001","2001","NBR","Number","0","Units",,,187.8215,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2002","2002","NBR","Number","0","Units",,,192.7516,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2003","2003","NBR","Number","0","Units",,,221.562,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2004","2004","NBR","Number","0","Units",,,220.0578,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2005","2005","NBR","Number","0","Units",,,242.091,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2006","2006","NBR","Number","0","Units",,,227.0083,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2007","2007","NBR","Number","0","Units",,,289.2441,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2008","2008","NBR","Number","0","Units",,,242.4403,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2009","2009","NBR","Number","0","Units",,,255.135,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2010","2010","NBR","Number","0","Units",,,274.4635,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2011","2011","NBR","Number","0","Units",,,290.996,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","TOTAL","Total Patents","2012","2012","NBR","Number","0","Units",,,300.058,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","1998","1998","NBR","Number","0","Units",,,21.6515,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","1999","1999","NBR","Number","0","Units",,,29.4214,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2000","2000","NBR","Number","0","Units",,,21.8726,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2001","2001","NBR","Number","0","Units",,,28.9548,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2002","2002","NBR","Number","0","Units",,,27.05,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2003","2003","NBR","Number","0","Units",,,28.45,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2004","2004","NBR","Number","0","Units",,,24.2623,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2005","2005","NBR","Number","0","Units",,,24.0698,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2006","2006","NBR","Number","0","Units",,,18.65,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2007","2007","NBR","Number","0","Units",,,19.2333,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2008","2008","NBR","Number","0","Units",,,16.9778,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2009","2009","NBR","Number","0","Units",,,20.1321,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2010","2010","NBR","Number","0","Units",,,17.6611,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2011","2011","NBR","Number","0","Units",,,16.7958,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","BIOTECH","Biotechnology","2012","2012","NBR","Number","0","Units",,,20.0429,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","ICT","ICT","1998","1998","NBR","Number","0","Units",,,48.9503,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","ICT","ICT","1999","1999","NBR","Number","0","Units",,,79.5357,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","ICT","ICT","2000","2000","NBR","Number","0","Units",,,57.631,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","ICT","ICT","2001","2001","NBR","Number","0","Units",,,66.6206,,
"EPO_A","Patent applications to the EPO","INVENTORS","Inventor(s)'s country(ies) of residence","BE24","Prov. Vlaams Brabant","ICT","ICT","2002","2002","NBR","Number","0","Units",,,87.7774,,
